pvalue	chromosome	start	end	Number of nearby TSS	closest tx id	closest tx name	closest tx biotype	distance to tss
0.3250607726619526	15	23053311	23053517	7	ensorlt00000042563	slit1a-202	protein_coding	7176
0.3255926593894008	19	9778586	9778800	17	ensorlt00000010531	crygmxl2-201	protein_coding	-54800
0.3257116033478168	5	10480567	10480945	17	ensorlt00000006574	sp7-201	protein_coding	2097
0.3258984732842521	8	2714819	2715035	31	ensorlt00000042110	foxj1-202	protein_coding	-1502
0.3260410061662773	15	18394234	18394572	10	ensorlt00000006729		protein_coding	1600
0.3261900543214172	4	18536646	18536933	2	ensorlt00000026275	u1-201	snrna	-5807
0.3263181435363524	22	16079317	16079594	7	ensorlt00000021676	cldn20-201	protein_coding	-25606
0.3263232269415555	5	18112608	18113089	39	ensorlt00000011708	zgc:109913-201	protein_coding	-1925
0.3263775576352779	17	17811891	17812240	23	ensorlt00000015422	ap1g2-201	protein_coding	-2083
0.326413508470394	7	31352976	31353769	14	ensorlt00000030938	ccdc22-202	protein_coding	-9928
0.32648348977512204	7	8870450	8870671	27	ensorlt00000006048		protein_coding	-1789
0.326671304004072	10	5839883	5840158	5	ensorlt00000030863	fgfrl1a-201	protein_coding	-10113
0.326671304004072	8	20146189	20146479	13	ensorlt00000018671		protein_coding	-5367
0.326671304004072	20	18183948	18184166	18	ensorlt00000012256	cry-dash-201	protein_coding	1896
0.3274058513902246	8	11649554	11649875	28	ensorlt00000039882	sdr42e2-201	protein_coding	-1577
0.3274058513902246	4	2540286	2540548	7	ensorlt00000001037	hapln4-202	protein_coding	4206
0.3274744909824623	23	7831622	7831959	3	ensorlt00000000499	tafa5-201	protein_coding	59904
0.32839024069515405	12	7865939	7866162	17	ensorlt00000034253		protein_coding	-13521
0.3285078295489985	9	17351770	17351994	20	ensorlt00000014348		protein_coding	0
0.3287951300530013	17	4255457	4255859	14	ensorlt00000004414	fubp1-201	protein_coding	9303
0.3288410972159435	15	9465948	9466157	5	ensorlt00000034309	rasgrp3-201	protein_coding	-21674
0.3288410972159435	7	25205021	25205248	10	ensorlt00000020242	kcng1-201	protein_coding	6332
0.3288436457862165	1	11413135	11413343	6	ensorlt00000028834	ptprd-206	protein_coding	-45460
0.3289006350203456	21	19251677	19251883	16	ensorlt00000020130	abca12-201	protein_coding	4945
0.32909849435704513	11	24101576	24101804	16	ensorlt00000033718		protein_coding	-411
0.3293596713517442	18	10472688	10473046	9	ensorlt00000038573	kcnip4-204	protein_coding	4718
0.3293631721409601	10	8982703	8982911	0				
0.3297252383493143	6	7127735	7128009	5	ensorlt00000001178	cpa4-201	protein_coding	26138
0.3298496222502523	2	14770899	14771229	0				
0.3299428704802854	7	24289535	24289764	9	ensorlt00000031422	plekhg5b-201	protein_coding	-1203
0.3299428704802854	7	22827077	22827367	1	ensorlt00000019758	plxna2-201	protein_coding	-75632
0.3300012101210843	9	20460028	20460228	4	ensorlt00000017577	rflna-201	protein_coding	15219
0.3301365503082321	12	12215602	12215954	25	ensorlt00000029890		protein_coding	7957
0.3302125585990698	13	16642951	16643243	20	ensorlt00000037451		protein_coding	-22166
0.3302125585990698	2	2240833	2241100	13	ensorlt00000000076	atp7b-201	protein_coding	16313
0.3302125585990698	1	26652550	26652823	6	ensorlt00000029517	mfng-201	protein_coding	-13897
0.33035849041345944	18	18525322	18525524	16	ensorlt00000009675	pik3c3-203	protein_coding	10898
0.3304276081475865	11	16065481	16065682	22	ensorlt00000008737		protein_coding	-10395
0.3304786319026971	16	1293297	1293501	8	ensorlt00000033120	zhx2a-201	protein_coding	-2697
0.3306214733530704	19	22744551	22744869	13	ensorlt00000035673	grb7-201	protein_coding	-1523
0.3307078916808112	13	7794396	7794641	13	ensorlt00000037787	rwdd2b-202	protein_coding	17223
0.33083862077706583	24	13000618	13000832	15	ensorlt00000030811	amh-201	protein_coding	87
0.33083862077706583	10	12576416	12576647	15	ensorlt00000003709	f8-201	protein_coding	6780
0.33085692235629344	19	24633287	24633509	11	ensorlt00000025062		protein_coding	5169
0.3311726459523784	19	7179782	7180138	3	ensorlt00000045572		protein_coding	-19561
0.3312353406486738	17	4802308	4802527	18	ensorlt00000031769	ralbp1-201	protein_coding	-1087
0.3313758795773047	15	6597398	6597681	10	ensorlt00000001783	ttc7a-202	protein_coding	-2284
0.33152600191929904	9	18975618	18975821	19	ensorlt00000016515	slc20a1a-201	protein_coding	1203
0.331672451476787	5	17380980	17381375	14	ensorlt00000035611	zgc:162344-201	protein_coding	-52898
0.33173055129278883	19	11017644	11018034	24	ensorlt00000042903	dnajb12b-201	protein_coding	-3538
0.3319155570673326	9	2971347	2971567	6	ensorlt00000001047		protein_coding	14415
0.33232301805999737	16	577663	578079	2	ensorlt00000032734		protein_coding	4564
0.3324502017239461	22	1049275	1049702	26	ensorlt00000023497	numb-204	protein_coding	6383
0.3324834124665269	24	8035832	8036092	14	ensorlt00000017507	gpr6-201	protein_coding	-25695
0.3324860308941251	15	29982675	29982954	24	ensorlt00000028755	sorbs1-206	protein_coding	5968
0.33261798924882074	18	11999239	11999500	7	ensorlt00000038890	ddit4l-201	protein_coding	53743
0.3332161817733554	2	14262033	14262288	5	ensorlt00000002935		protein_coding	-32050
0.3333534096649617	12	6212264	6212598	3	ensorlt00000004517	olfm1b-203	protein_coding	-72460
0.3338522119284176	3	29409050	29409348	1	ensorlt00000017213	irx3a-201	protein_coding	-52362
0.33468728868582553	6	17907317	17907579	9	ensorlt00000010333	znf710a-201	protein_coding	2020
0.33493661481132275	4	16546466	16546667	1	ensorlt00000013244	lrp8-202	protein_coding	63450
0.33493661481132275	3	30124721	30125112	2	ensorlt00000017337	sall1a-202	protein_coding	-6875
0.3351815618035128	21	10768864	10769069	21	ensorlt00000015925		protein_coding	759
0.33574693127820304	16	20160102	20160465	31	ensorlt00000043085	fam131bb-202	protein_coding	16161
0.33615756450852985	22	305545	305914	15	ensorlt00000046592	myct1b-201	protein_coding	-1333
0.33615756450852985	18	468509	468779	15	ensorlt00000002656		protein_coding	-2182
0.3364340027104223	18	11683468	11683755	16	ensorlt00000030253	plin2-201	protein_coding	-916
0.336633303617357	1	3134247	3134736	17	ensorlt00000000972	ten1-201	protein_coding	7247
0.3370025880940781	15	7782736	7783124	4	ensorlt00000002108	fancl-202	protein_coding	22709
0.3370025880940781	14	15404578	15404795	7	ensorlt00000025986	ola-mir-125b-1-201	mirna	3019
0.3373836962338489	20	8180550	8180788	3	ensorlt00000028867	mkxa-201	protein_coding	26677
0.3374074143314433	20	21933019	21933223	1	ensorlt00000015739	dsel-201	protein_coding	17135
0.3376256278437427	18	257568	257919	15	ensorlt00000023673		protein_coding	3327
0.3379017521304565	2	2817604	2817905	1	ensorlt00000000120	zeb2b-201	protein_coding	33612
0.3379017521304565	7	1772858	1773082	9	ensorlt00000001059	chrna4b-201	protein_coding	15319
0.3379017521304565	19	9726555	9726936	11	ensorlt00000010531	crygmxl2-201	protein_coding	-2769
0.3380652361737077	4	9411053	9411445	5	ensorlt00000033039	ttll7-201	protein_coding	-79479
0.33808089575356937	7	33997224	33997611	5	ensorlt00000038103		protein_coding	37384
0.3384108059442584	3	35354832	35355070	8	ensorlt00000044532		protein_coding	30085
0.3384573513082225	5	1225562	1225795	7	ensorlt00000024336		protein_coding	4662
0.33856015043725474	21	23873995	23874203	14	ensorlt00000022271	mid1-201	protein_coding	-11182
0.339201878463726	13	16515621	16515864	19	ensorlt00000009656	ube4a-201	protein_coding	8105
0.339301615700126	12	15926454	15926654	19	ensorlt00000036635	npdc1a-201	protein_coding	-9333
0.3393337479418755	2	19792902	19793206	1	ensorlt00000005805	slitrk6-201	protein_coding	-97099
0.3395917794899982	21	30801316	30801616	11	ensorlt00000046154		protein_coding	43394
0.3395917794899982	8	1971907	1972292	15	ensorlt00000001174	mmd-201	protein_coding	-2984
0.340153940638784	24	9292669	9292943	7	ensorlt00000038649	prox1-201	protein_coding	-30285
0.3402359174476123	13	20136616	20136825	6	ensorlt00000038472		protein_coding	3661
0.34056734122661203	17	30584791	30585164	17	ensorlt00000022597	nrtn-201	protein_coding	-9042
0.34076189358632514	19	1847515	1847728	15	ensorlt00000034221	si:dkey-191m6.4-203	protein_coding	6628
0.3412683310472251	22	17254583	17255094	8	ensorlt00000021959	fndc5a-201	protein_coding	-28152
0.34170064907244363	19	2640355	2640862	1	ensorlt00000026310	5s_rrna-201	rrna	-70196
0.34170064907244363	17	20422599	20422876	1	ensorlt00000016440	brinp2-201	protein_coding	-89299
0.34172428963519635	19	24151804	24152046	0				
0.34172428963519635	2	21268680	21268891	0				
0.34172428963519635	9	1112886	1113102	5	ensorlt00000032714		protein_coding	6640
0.3418100231580369	19	12766807	12767025	7	ensorlt00000027695		protein_coding	6040
0.3418566460252159	24	2567914	2568411	15	ensorlt00000012557		protein_coding	-24881
0.3418566460252159	6	18159383	18159659	16	ensorlt00000010470	si:dkeyp-59c12.1-201	protein_coding	11047
0.3418566460252159	9	1245638	1246072	13	ensorlt00000025773	kank1a-201	protein_coding	-10584
0.34197337649343323	10	11834247	11834460	25	ensorlt00000002726	zgc:153018-201	protein_coding	-1154
0.342074699118732	8	9492307	9492717	25	ensorlt00000035030	prkacaa-204	protein_coding	6020
0.34223676046059265	21	30351119	30351800	2	ensorlt00000025424	asic4a-201	protein_coding	-12721
0.34223676046059265	9	7401115	7401316	14	ensorlt00000004429	hsd17b4-201	protein_coding	7598
0.3422499995798299	17	25015297	25015554	19	ensorlt00000029499		protein_coding	-9307
0.3423738094651317	21	859327	859543	14	ensorlt00000028322		protein_coding	6386
0.3423738094651317	2	13462458	13462735	5	ensorlt00000040620	ccdc28a-201	protein_coding	-19489
0.3423738094651317	19	23488410	23488742	14	ensorlt00000029091	nme2a-201	protein_coding	-34225
0.3424805530890477	2	13594575	13594892	3	ensorlt00000045507	prox1b-201	protein_coding	13522
0.3424805530890477	15	4643666	4643982	8	ensorlt00000027051	pitx3-201	protein_coding	-47432
0.3428805848537133	21	22113257	22113570	21	ensorlt00000021825	rapgef4-201	protein_coding	0
0.3429244188739736	12	7707929	7708167	30	ensorlt00000004888	ptges-201	protein_coding	23905
0.3432137034720149	1	486249	486512	33	ensorlt00000025879		protein_coding	-6301
0.3432137034720149	17	27456565	27456861	8	ensorlt00000027296		protein_coding	-6853
0.3432657889061781	17	9110889	9111246	3	ensorlt00000045651	basp1-201	protein_coding	28076
0.3435670494590231	14	2218136	2218356	14	ensorlt00000033172	slc8a2a-204	protein_coding	-9005
0.3435670494590231	11	409123	409460	26	ensorlt00000031134	akap9-201	protein_coding	1104
0.3436937299494961	3	10814573	10814886	6	ensorlt00000001987	neo1b-203	protein_coding	6875
0.3438207913122441	23	5630521	5630895	2	ensorlt00000013288	dock4b-201	protein_coding	-78119
0.3438207913122441	9	29155410	29156493	14	ensorlt00000021325		protein_coding	6427
0.34388520357458224	13	30017834	30018164	10	ensorlt00000040927	brip1-201	protein_coding	50553
0.34391113011173263	20	7262705	7263083	8	ensorlt00000042199	arhgap12-202	protein_coding	54127
0.34403189387935146	23	20203163	20203386	7	ensorlt00000026619	5s_rrna-201	rrna	32809
0.3444162990502148	3	2651314	2651593	15	ensorlt00000043336		protein_coding	-6482
0.3444361077681599	6	11826771	11826982	19	ensorlt00000003276	srpk2-202	protein_coding	-2896
0.3444361077681599	14	19324091	19324470	2	ensorlt00000013040	gabra3-201	protein_coding	-31552
0.3445992321886265	7	33856632	33856897	6	ensorlt00000043978		protein_coding	56200
0.3446805969659573	11	22761435	22761747	7	ensorlt00000015427	fam92a1-201	protein_coding	10754
0.3457977424072565	10	14706501	14706720	8	ensorlt00000005174	diaph1-202	protein_coding	-31123
0.3458626226557131	20	45000	45274	0				
0.3458808255855497	8	470257	470466	27	ensorlt00000023100		protein_coding	1227
0.3458918033312732	2	20515321	20515660	1	ensorlt00000005867	mid1-201	protein_coding	97479
0.3473251114601307	2	2460042	2460289	1	ensorlt00000000115	march7-201	protein_coding	-98505
0.347498629346642	11	7252493	7252706	21	ensorlt00000003922	ctss-201	protein_coding	4336
0.34786026373145285	16	26308948	26309285	10	ensorlt00000019483	mef2d-204	protein_coding	21092
0.34793337808212244	2	3430783	3431274	7	ensorlt00000037597	acvr2ab-201	protein_coding	-6329
0.3483076256281584	24	18935388	18935609	3	ensorlt00000022145	tfap2b-201	protein_coding	-10941
0.34861468376647703	13	29197569	29197839	0				
0.34901879190894536	14	13686224	13686429	10	ensorlt00000030440	zgc:100829-201	protein_coding	-48979
0.3490957158522909	8	1268941	1269247	1	ensorlt00000001077	grin2ca-201	protein_coding	-14983
0.34926792988480754	15	15775123	15775423	16	ensorlt00000037673	camk2g2-201	protein_coding	-3850
0.34956231142500865	20	22502523	22502736	16	ensorlt00000015897	si:dkey-192l18.9-202	protein_coding	-7014
0.3500991232326852	17	19935144	19935412	1	ensorlt00000038606		protein_coding	65317
0.3503718819929771	22	18709719	18709919	2	ensorlt00000025893	u1-201	snrna	2416
0.35037813682821245	23	2034987	2035189	2	ensorlt00000011458	zgc:165507-201	protein_coding	-91621
0.3506375605985403	11	2086270	2086481	12	ensorlt00000043005		protein_coding	5406
0.3507705701801184	24	11208966	11209196	5	ensorlt00000019581	cd2ap-201	protein_coding	-2254
0.3511193741047458	11	21261125	21261401	9	ensorlt00000012904	nxph1-201	protein_coding	-9195
0.3511193741047458	11	16447072	16447300	0				
0.3512127513241379	15	29577491	29577876	8	ensorlt00000041813	si:ch211-106f21.1-201	protein_coding	33020
0.35165605281961426	11	10887324	10887592	19	ensorlt00000005976	kcnh8-201	protein_coding	29908
0.3517202853026955	20	5358804	5359026	2	ensorlt00000005179		protein_coding	-17653
0.3517627483846118	14	27723101	27723391	8	ensorlt00000019090	rad51d-201	protein_coding	-21988
0.3518162805190875	8	24378017	24378330	10	ensorlt00000021342	cbx1-201	protein_coding	46087
0.3518162805190875	18	6739245	6739455	0				
0.3518162805190875	8	10852935	10853163	5	ensorlt00000010004	sstr2b-201	protein_coding	-6509
0.3519602160722755	9	28215240	28215579	17	ensorlt00000020803	ak8-201	protein_coding	-5796
0.35203744820753546	21	30605171	30605494	10	ensorlt00000035527		protein_coding	9965
0.35212288578470896	13	15602877	15603100	11	ensorlt00000046146	ankk1-201	protein_coding	8841
0.35228381795342384	10	29332601	29332886	10	ensorlt00000014411	cplx2-201	protein_coding	-4680
0.3524628584654025	14	20885275	20885595	10	ensorlt00000014387	emc6-201	protein_coding	-32514
0.35248610370234296	10	2664807	2665049	0				
0.35248610370234296	4	2835527	2835893	15	ensorlt00000033491	sned1-201	protein_coding	15074
0.35266709732080825	20	20439711	20440022	12	ensorlt00000014145	emilin2b-201	protein_coding	-6750
0.35266709732080825	10	27512898	27513398	9	ensorlt00000033116		srna	50236
0.35284880599945034	21	29639420	29639636	9	ensorlt00000025338	stxbp5l-201	protein_coding	9872
0.3528523213938688	11	6444831	6445368	11	ensorlt00000002970		protein_coding	-8510
0.3534225517155132	12	4030255	4030589	12	ensorlt00000038393		protein_coding	6334
0.3535029814727724	5	32001970	32002187	1	ensorlt00000046366		protein_coding	28783
0.3535029814727724	12	22834927	22835136	2	ensorlt00000031192		protein_coding	1211
0.3546111470990238	9	2126104	2126316	11	ensorlt00000000793	notch1b-201	protein_coding	-8250
0.3546341137096183	15	27071970	27072390	20	ensorlt00000015069		protein_coding	-37300
0.3551683143686313	19	9984307	9984512	18	ensorlt00000042100	vti1a-201	protein_coding	3816
0.3555954007585271	14	3546528	3546869	8	ensorlt00000045980		protein_coding	-9046
0.35610044693343124	18	20367212	20367559	4	ensorlt00000002682		protein_coding	-4296
0.3564744445616981	21	24497145	24497455	14	ensorlt00000033996	rpe-201	protein_coding	-12431
0.35649682415908346	18	11769030	11769301	17	ensorlt00000043468	zdhhc21-202	protein_coding	-6457
0.35649682415908346	3	29410693	29411243	1	ensorlt00000017213	irx3a-201	protein_coding	-54005
0.356606939989291	24	12872794	12873002	9	ensorlt00000045147		protein_coding	-31265
0.3566800104917885	21	3882798	3883001	21	ensorlt00000011296	srpx-202	protein_coding	-7362
0.3568318997740733	23	16057184	16057771	5	ensorlt00000018858	sema3aa-201	protein_coding	-5144
0.3568423057594297	13	2461445	2461749	33	ensorlt00000000791	ints4-201	protein_coding	705
0.3569579596889244	19	21198357	21198723	11	ensorlt00000030934	metazoa_srp-201	misc_rna	0
0.3569886660737185	16	16209528	16209740	23	ensorlt00000009477	tax1bp1b-201	protein_coding	1808
0.3571687473557794	15	11587858	11588273	1	ensorlt00000002998	meis1b-201	protein_coding	-35666
0.3573486451438708	24	16212215	16212568	18	ensorlt00000021552	xrn2-201	protein_coding	12033
0.3573581912453502	24	12987689	12987889	15	ensorlt00000030811	amh-201	protein_coding	13030
0.35737901876448297	3	962920	963404	10	ensorlt00000032194		protein_coding	14984
0.3575817634616402	3	2613071	2613580	17	ensorlt00000044958	rassf7b-202	protein_coding	105
0.35842317764615544	11	26914639	26914846	5	ensorlt00000033045		protein_coding	-46222
0.35849556647879194	11	10411408	10411742	27	ensorlt00000035014	sgce-206	protein_coding	7429
0.3587082115022004	1	29009882	29010164	20	ensorlt00000038533		protein_coding	-9411
0.35885772457942017	4	29784645	29784974	6	ensorlt00000020973	foxd2-201	protein_coding	36786
0.3591771725370476	24	9006103	9006487	21	ensorlt00000034067		protein_coding	-1611
0.3594874499421038	18	10528859	10529084	9	ensorlt00000039063	kcnip4-202	protein_coding	3615
0.3598419286886091	9	1268885	1269529	13	ensorlt00000025766	fbp2-201	protein_coding	0
0.35997685593409906	18	9108044	9108378	1	ensorlt00000028993	adgrl3-207	protein_coding	60820
0.35997685593409906	6	7834672	7834951	7	ensorlt00000001552	sox6a-205	protein_coding	6412
0.3601403957327509	15	26097057	26097309	14	ensorlt00000037086	foxn2-202	protein_coding	2304
0.36028643454237425	17	4123332	4123560	6	ensorlt00000004126	pigk-202	protein_coding	-41342
0.36038216114883614	1	24488000	24488356	5	ensorlt00000013305	ncf4-201	protein_coding	-34021
0.3605544383740102	4	32626970	32627251	9	ensorlt00000046598		protein_coding	-1478
0.3606817920393981	1	14903894	14904277	9	ensorlt00000007664	suclg1-201	protein_coding	62341
0.3608203150863932	9	16604330	16604843	9	ensorlt00000013467	trpm3-205	protein_coding	15400
0.3608203150863932	20	10033279	10033681	2	ensorlt00000045888	adarb2-201	protein_coding	-62302
0.3608203150863932	15	10140480	10140857	4	ensorlt00000042867		protein_coding	-6188
0.36117993444949337	10	30396075	30396434	1	ensorlt00000042223		protein_coding	48357
0.3614525935981949	3	30859883	30860087	2	ensorlt00000042011	si:ch211-269c21.2-201	protein_coding	652
0.3617416679541195	19	2823191	2823684	11	ensorlt00000003720	mrtfba-201	protein_coding	1983
0.3618100470669097	13	18433933	18434168	3	ensorlt00000038815	epha4l-203	protein_coding	22396
0.3619023582898434	2	17632722	17633017	15	ensorlt00000031362		protein_coding	13995
0.3619023582898434	22	8203181	8203476	17	ensorlt00000037585	atg9a-201	protein_coding	-868
0.3619023582898434	2	8894653	8894861	3	ensorlt00000034111		protein_coding	-7530
0.3619023582898434	1	14669873	14670092	0				
0.36230718252210936	9	2999770	3000065	9	ensorlt00000001047		protein_coding	-13788
0.3623534754737642	17	4676359	4676769	15	ensorlt00000043285		protein_coding	-36876
0.3629555423500517	1	5369337	5369656	6	ensorlt00000040054		protein_coding	-25400
0.36311011440869306	8	20782712	20783084	10	ensorlt00000019098	grb2b-201	protein_coding	-20276
0.3631812895467099	10	19513819	19514173	24	ensorlt00000008559	cltb-205	protein_coding	33553
0.3634854955922267	8	8466583	8466806	24	ensorlt00000007083	ppan-201	protein_coding	894
0.3638155568975348	7	2727571	2728073	1	ensorlt00000036171		protein_coding	74222
0.3646118874650896	3	35286649	35286884	1	ensorlt00000044532		protein_coding	98271
0.3651135914220618	6	29933039	29933448	2	ensorlt00000020065	tspan9a-201	protein_coding	7479
0.3653952985514041	17	25524863	25525177	13	ensorlt00000021145	si:ch211-241e1.3-201	protein_coding	19332
0.3659227016294857	4	3529679	3529981	10	ensorlt00000030512	plpp3-201	protein_coding	1165
0.3659833328458476	21	20930122	20930538	9	ensorlt00000020997	wdsub1-201	protein_coding	1902
0.3662582593104472	1	34941500	34941951	2	ensorlt00000029537	lrpap1-201	protein_coding	55571
0.3662859823443485	23	23678858	23679198	29	ensorlt00000026982		protein_coding	-1888
0.3664274440877285	16	12776274	12776502	8	ensorlt00000040628		protein_coding	52555
0.3665100926370349	10	18412701	18412932	22	ensorlt00000008047	rab9b-201	protein_coding	2795
0.3670058945272821	13	3910512	3910820	11	ensorlt00000029747		protein_coding	-5684
0.3674510993528328	7	21913283	21913485	19	ensorlt00000018887	slc52a3-201	protein_coding	-8395
0.3677851780914884	18	8281203	8281522	3	ensorlt00000036036		protein_coding	30530
0.368061145668906	16	16975976	16976191	13	ensorlt00000030601		protein_coding	17798
0.3683197604576549	14	28482903	28483157	3	ensorlt00000019266	zgc:158291-201	protein_coding	21237
0.3683590673135144	2	16454801	16455098	17	ensorlt00000004472	dzip1-201	protein_coding	-4232
0.36840252403639256	19	12178812	12179026	15	ensorlt00000043015	ptprea-202	protein_coding	-5528
0.36840252403639256	20	22751629	22751928	7	ensorlt00000041861		protein_coding	-10690
0.3685289522767013	23	20712714	20712921	11	ensorlt00000021013		protein_coding	10942
0.3689132676174331	17	17694834	17695103	33	ensorlt00000015184	trim110-201	protein_coding	304
0.3689132676174331	13	23634608	23634963	6	ensorlt00000015146	slitrk3a-201	protein_coding	-772
0.36976084149592586	23	20781637	20782056	9	ensorlt00000021035	zgc:194209-201	protein_coding	7653
0.3698134046417832	23	22540328	22540578	11	ensorlt00000021653	cpm-202	protein_coding	5750
0.3700649649416493	21	5659630	5659841	9	ensorlt00000013002		protein_coding	-15334
0.3701511288337112	11	5303494	5303705	9	ensorlt00000045289		protein_coding	47663
0.3701688981241309	10	20397780	20398127	16	ensorlt00000009159		protein_coding	-519
0.37039518860431614	16	32586744	32587062	19	ensorlt00000040627		protein_coding	-1458
0.3704362283452502	5	4406328	4406544	9	ensorlt00000044867	pfkmb-201	protein_coding	6419
0.3707435934891373	17	9974699	9974992	7	ensorlt00000008237	kcnq3-201	protein_coding	15492
0.3707435934891373	24	19904335	19904731	8	ensorlt00000022329	katnbl1-201	protein_coding	77485
0.3707551420272247	9	9503504	9503875	15	ensorlt00000005864	rab3c-203	protein_coding	7120
0.3708267022158631	1	29383133	29383448	21	ensorlt00000016094	slc2a15b-201	protein_coding	4987
0.371094506567994	16	29960577	29960853	5	ensorlt00000020592	znf385d-201	protein_coding	-58358
0.3711119246676024	23	22009692	22010091	0				
0.3711119246676024	22	5197193	5197645	4	ensorlt00000031202	plppr3a-202	protein_coding	-47055
0.3711119246676024	11	6387836	6388053	9	ensorlt00000002879	eomesa-201	protein_coding	32120
0.3718805870965142	12	24033684	24034049	10	ensorlt00000041690	dpysl2b-202	protein_coding	-2950
0.37240997310276097	12	29268903	29269341	15	ensorlt00000035856		protein_coding	5373
0.3728274473037561	23	7662456	7662792	0				
0.3732211316268916	2	22785472	22785853	15	ensorlt00000039537		protein_coding	-29019
0.3740720146215729	1	11057476	11057821	26	ensorlt00000039609		protein_coding	8566
0.3742365494619455	20	7176539	7176785	4	ensorlt00000042557	znf438-201	protein_coding	-11404
0.3743484127702959	12	10221908	10222214	11	ensorlt00000030536		protein_coding	-4790
0.375550383270804	3	6875778	6876053	6	ensorlt00000031980		protein_coding	12266
0.37557600091609705	21	5479892	5480217	1	ensorlt00000012956	klf7b-201	protein_coding	-16576
0.3759701214108547	19	23057533	23057774	18	ensorlt00000003361	lrrc45-201	protein_coding	4555
0.3761651821324062	10	25687219	25687529	22	ensorlt00000011590		protein_coding	4005
0.3761967810943894	22	4857833	4858120	12	ensorlt00000014120		protein_coding	9148
0.3769286063536183	12	29739895	29740113	4	ensorlt00000019198	dcc-202	protein_coding	-29990
0.3769286063536183	23	6843364	6843740	16	ensorlt00000014023	fbln1-201	protein_coding	3367
0.37708818432800784	3	32166229	32166429	7	ensorlt00000018322		protein_coding	-16516
0.3770947011641385	11	18386026	18386360	2	ensorlt00000010472	ptprua-205	protein_coding	-79659
0.3774833359832361	23	5831873	5832133	1	ensorlt00000042846		protein_coding	7782
0.37759988834699537	9	193449	193799	14	ensorlt00000041911		protein_coding	-2333
0.37767999192609397	5	28854282	28854520	3	ensorlt00000025960		mirna	-1057
0.3780384709032541	10	26848387	26848705	18	ensorlt00000012826		protein_coding	-3089
0.3784526967818967	16	18798464	18798847	19	ensorlt00000038249		protein_coding	9514
0.3786834296459345	9	17387415	17387856	24	ensorlt00000014414	inpp5l-201	protein_coding	8489
0.3787122151397287	9	23585404	23586002	5	ensorlt00000046066	txnrd2.1-201	protein_coding	30925
0.37897795105502136	13	24268280	24268529	9	ensorlt00000043076		protein_coding	8637
0.3790338798532307	16	28831051	28831299	8	ensorlt00000029520	syngap1b-202	protein_coding	22859
0.3790338798532307	2	14841165	14841531	3	ensorlt00000002995	lancl1-201	protein_coding	71935
0.37922642400541134	23	14244430	14244773	24	ensorlt00000040711	ninj2-202	protein_coding	0
0.3793344240250985	3	38232141	38232392	15	ensorlt00000024321	nadsyn1-201	protein_coding	287
0.3794353083209652	20	4193078	4193361	9	ensorlt00000031068	si:ch211-152c8.2-202	protein_coding	-30261
0.37995878489018203	9	25121996	25122222	6	ensorlt00000019478	znf703-201	protein_coding	-29618
0.3800366789831903	7	10328060	10328338	3	ensorlt00000007006	samd11-202	protein_coding	-62965
0.3803539540280581	9	31876194	31876508	12	ensorlt00000022186	whrnb-201	protein_coding	24633
0.3803539540280581	20	19003743	19003943	15	ensorlt00000012705	chst2b-201	protein_coding	24619
0.3804388216153231	17	25616563	25616777	8	ensorlt00000021193		protein_coding	-7803
0.3811968060849164	2	13054485	13054764	7	ensorlt00000037266	gpd1c-204	protein_coding	73
0.3811968060849164	14	11678913	11679144	1	ensorlt00000006102	paxbp1-201	protein_coding	-87202
0.3813908470501021	5	6970608	6970960	6	ensorlt00000043415		protein_coding	19120
0.3813908470501021	15	26658763	26659153	11	ensorlt00000014370	slc29a3-201	protein_coding	-29580
0.3813908470501021	4	11892205	11892455	0				
0.3813908470501021	16	15512200	15512449	27	ensorlt00000035009		protein_coding	-870
0.3818574336308069	23	21740570	21741402	0				
0.3818574336308069	24	2875955	2876189	8	ensorlt00000012590	atad2b-202	protein_coding	72874
0.3823634773065738	21	5356228	5357154	7	ensorlt00000012948	gdf3-201	protein_coding	-1810
0.3830610018348126	17	1418388	1418589	0				
0.3831295828338997	16	26818593	26818976	4	ensorlt00000027458		protein_coding	25774
0.3831295828338997	10	24998970	24999199	0				
0.3831877142912281	5	26685134	26685347	11	ensorlt00000027649	sema3fb-201	protein_coding	22959
0.3832399779502111	4	24794031	24794289	13	ensorlt00000017847		protein_coding	-4684
0.38332306663073695	20	7622803	7623067	6	ensorlt00000035977	jcada-201	protein_coding	2446
0.3835570945217316	24	15707102	15707404	15	ensorlt00000027016	nkain2-201	protein_coding	37388
0.3835570945217316	7	4207464	4207679	5	ensorlt00000036430	klhdc8b-201	protein_coding	-3033
0.38425115593681786	19	24654293	24654497	9	ensorlt00000032663	waplb-201	protein_coding	-8432
0.38425115593681786	10	28752340	28752734	4	ensorlt00000014139	fat2-201	protein_coding	8022
0.38425115593681786	2	17158036	17158270	5	ensorlt00000031935	fam155a-201	protein_coding	-57510
0.3846347441026156	17	21499837	21500039	26	ensorlt00000046115	nmnat3-204	protein_coding	-1830
0.3848336702430271	11	11426167	11426532	19	ensorlt00000006385	hibadha-201	protein_coding	15410
0.3848336702430271	5	30110602	30110917	20	ensorlt00000035208	dlgap4b-201	protein_coding	-15164
0.3848336702430271	16	30660864	30661180	6	ensorlt00000020741		protein_coding	8249
